name,replanning_count_0,runtime,sim_step_count,task_percent_complete,task_state_success
object_semantics_history,17.072727272727274,189.2760279005224,2407.0363636363636,0.8922727272727273,0.8545454545454545
object_semantics_group,19.76923076923077,140.65393944887015,1810.4615384615386,1.0,1.0
object_semantics_preference,17.235294117647058,206.52364751871895,2210.705882352941,0.9215686274509803,0.8823529411764706
object_semantics_ownership,14.0,104.53402614593506,1502.0,1.0,1.0
user_pattern_preference,15.095238095238095,177.16265825714385,2353.0,0.9119047619047619,0.8928571428571429
user_pattern_routine,14.928571428571429,285.6033993703978,2841.035714285714,0.7321428571428571,0.7142857142857143
object_semantics_total,17.359550561797754,181.65978494119108,2241.7191011235955,0.9184456928838952,0.8876404494382022
user_pattern_total,15.053571428571429,204.27284353545733,2475.0089285714284,0.8669642857142856,0.8482142857142857
total_results,16.074626865671643,194.26009619769766,2371.7114427860697,0.8897595356550579,0.8656716417910447
