name,replanning_count_0,runtime,sim_step_count,task_percent_complete,task_state_success
object_semantics_history,17.054545454545455,249.67456533258613,2561.1272727272726,0.7828787878787881,0.7090909090909091
object_semantics_group,24.23076923076923,291.8806844674624,2135.769230769231,0.7435897435897435,0.6153846153846154
object_semantics_preference,17.235294117647058,218.9899813567891,1865.235294117647,0.9215686274509803,0.8823529411764706
object_semantics_ownership,14.0,149.7433078289032,1626.75,1.0,1.0
user_pattern_preference,15.916666666666666,255.51131911788667,2822.3690476190477,0.6175595238095238,0.5952380952380952
user_pattern_routine,16.464285714285715,256.334367113454,2788.214285714286,0.6964285714285714,0.6785714285714286
object_semantics_total,18.0,245.4871113005649,2324.078651685393,0.8133895131086144,0.7415730337078652
user_pattern_total,16.053571428571427,255.7170811167785,2813.8303571428573,0.6372767857142857,0.6160714285714286
total_results,16.915422885572138,251.18739298920133,2596.9751243781093,0.7152570480928687,0.6716417910447762
